title,ingredients,directions,ingredients_clean,directions_clean,vegetarian
Pea Casserole,"[""2 pkg. frozen peas, cooked"", ""1 c. chopped celery"", ""1 c. chopped onion"", ""1 c. chopped water chestnuts"", ""1 small jar pimentos"", ""mushrooms"", ""1 1/2 c. bread crumbs"", ""1/2 c. melted margarine""]","[""Mix first 6 ingredients with peas."", ""Put in a baking dish. Brown bread crumbs in margarine and sprinkle on top."", ""Bake at 350\u00b0 for 30 minutes.""]","2 pkg. frozen peas, cooked"", ""1 c. chopped celery"", ""1 c. chopped onion"", ""1 c. chopped water chestnuts"", ""1 small jar pimentos"", ""mushrooms"", ""1 1/2 c. bread crumbs"", ""1/2 c. melted margarine","Mix first 6 ingredients with peas."", ""Put in a baking dish. Brown bread crumbs in margarine and sprinkle on top."", ""Bake at 350\u00b0 for 30 minutes.",True
Fasula's Spinach Balls,"[""1 pkg. frozen chopped spinach"", ""1 c. bread crumbs"", ""1/2 c. Parmesan cheese"", ""1 Tbsp. oregano"", ""1 Tbsp. basil"", ""1 Tbsp. garlic, finely chopped""]","[""Boil spinach and cook 1 minute."", ""Place spinach in strainer and press out all excess water. When spinach is strained, add bread crumbs, grated Parmesan cheese and seasonings."", ""Mix well."", ""Roll into balls (like meat balls) and fry in oil until brown. Add tomato sauce and you have a great substitute for regular meat balls.""]","1 pkg. frozen chopped spinach"", ""1 c. bread crumbs"", ""1/2 c. Parmesan cheese"", ""1 Tbsp. oregano"", ""1 Tbsp. basil"", ""1 Tbsp. garlic, finely chopped","Boil spinach and cook 1 minute."", ""Place spinach in strainer and press out all excess water. When spinach is strained, add bread crumbs, grated Parmesan cheese and seasonings."", ""Mix well."", ""Roll into balls (like meat balls) and fry in oil until brown. Add tomato sauce and you have a great substitute for regular meat balls.",True
Hamburger Pie,"[""1 lb. ground beef"", ""1 small diced onion"", ""1 (11 oz.) can tomato soup"", ""1 can green beans"", ""6 servings instant mashed potatoes"", ""1 whipped egg""]","[""Brown ground beef and onion."", ""Add salt and pepper."", ""Pour into greased casserole dish."", ""Add can of condensed tomato soup."", ""Blend well."", ""Spread green beans on top."", ""Make 6 servings instant mashed potatoes."", ""Spoon in mounds over top of casserole."", ""Brush top of mashed potatoes with 1 whipped egg."", ""Bake 30 minutes at 350\u00b0.""]","1 lb. ground beef"", ""1 small diced onion"", ""1 (11 oz.) can tomato soup"", ""1 can green beans"", ""6 servings instant mashed potatoes"", ""1 whipped egg","Brown ground beef and onion."", ""Add salt and pepper."", ""Pour into greased casserole dish."", ""Add can of condensed tomato soup."", ""Blend well."", ""Spread green beans on top."", ""Make 6 servings instant mashed potatoes."", ""Spoon in mounds over top of casserole."", ""Brush top of mashed potatoes with 1 whipped egg."", ""Bake 30 minutes at 350\u00b0.",False
Overnight Coffeecake,"[""1 1/2 sticks (3/4 c.) softened butter or margarine"", ""2 eggs"", ""2 c. all-purpose flour"", ""1 tsp. nutmeg"", ""3/4 c. firmly packed brown sugar"", ""1 1/2 tsp. cinnamon"", ""1 c. sugar"", ""1 (8 oz.) carton sour cream"", ""3 tsp. baking powder"", ""1/2 tsp. iodized salt"", ""1/2 c. chopped walnuts""]","[""Grease and flour a 13 x 9 x 2-inch pan."", ""In mixer bowl, combine butter and sugar."", ""Beat until fluffy."", ""Add eggs and sour cream and beat until well blended."", ""In separate bowl, combine flour, baking powder, nutmeg and salt, stirring to mix well."", ""Slowly add to batter, beating on slowest speed."", ""Pour into prepared pan."", ""Combine brown sugar, nutmeg and cinnamon."", ""Mix well."", ""Sprinkle evenly over batter."", ""Cover and refrigerate overnight."", ""Next morning uncover. Bake in preheated 350\u00b0 oven for 60 to 70 minutes or until toothpick comes out clean and cake pulls away from pan."", ""Makes 12 servings. If cake is baked without chilling, it may be done in 30 minutes in 350\u00b0 oven."", ""Keep an eye on it.""]","1 1/2 sticks (3/4 c.) softened butter or margarine"", ""2 eggs"", ""2 c. all-purpose flour"", ""1 tsp. nutmeg"", ""3/4 c. firmly packed brown sugar"", ""1 1/2 tsp. cinnamon"", ""1 c. sugar"", ""1 (8 oz.) carton sour cream"", ""3 tsp. baking powder"", ""1/2 tsp. iodized salt"", ""1/2 c. chopped walnuts","Grease and flour a 13 x 9 x 2-inch pan."", ""In mixer bowl, combine butter and sugar."", ""Beat until fluffy."", ""Add eggs and sour cream and beat until well blended."", ""In separate bowl, combine flour, baking powder, nutmeg and salt, stirring to mix well."", ""Slowly add to batter, beating on slowest speed."", ""Pour into prepared pan."", ""Combine brown sugar, nutmeg and cinnamon."", ""Mix well."", ""Sprinkle evenly over batter."", ""Cover and refrigerate overnight."", ""Next morning uncover. Bake in preheated 350\u00b0 oven for 60 to 70 minutes or until toothpick comes out clean and cake pulls away from pan."", ""Makes 12 servings. If cake is baked without chilling, it may be done in 30 minutes in 350\u00b0 oven."", ""Keep an eye on it.",True
Nutty Buddy Pies,"[""3 graham cracker pie crusts or 3 chocolate crusts"", ""1 (8 oz.) pkg. cream cheese, softened"", ""1 c. milk"", ""2 c. confectioners sugar"", ""2/3 c. crunchy peanut butter"", ""2 (9 oz.) cartons Cool Whip""]","[""Mix cream cheese and milk well."", ""Add other ingredients."", ""Pour into pie shells."", ""This recipe freezes."", ""Makes 3 pies.""]","3 graham cracker pie crusts or 3 chocolate crusts"", ""1 (8 oz.) pkg. cream cheese, softened"", ""1 c. milk"", ""2 c. confectioners sugar"", ""2/3 c. crunchy peanut butter"", ""2 (9 oz.) cartons Cool Whip","Mix cream cheese and milk well."", ""Add other ingredients."", ""Pour into pie shells."", ""This recipe freezes."", ""Makes 3 pies.",False
Tropical Refresher,"[""1 (8 oz.) can unsweetened crushed pineapple"", ""1 c. plain nonfat yogurt"", ""1 banana""]","[""Drain pineapple."", ""Cube banana."", ""Blend in blender 45 to 60 seconds or until smooth.""]","1 (8 oz.) can unsweetened crushed pineapple"", ""1 c. plain nonfat yogurt"", ""1 banana","Drain pineapple."", ""Cube banana."", ""Blend in blender 45 to 60 seconds or until smooth.",True
Butterscotch Chip Cookies,"[""1 c. margarine"", ""1/2 c. sugar"", ""1 c. brown sugar"", ""2 eggs"", ""1 tsp. vanilla"", ""2 c. flour"", ""2 c. rolled oats"", ""1 tsp. baking powder"", ""1 tsp. baking soda"", ""salt"", ""2 c. butterscotch chips or peanut butter chips""]","[""Bake at 350\u00b0F for approx. 10 min.""]","1 c. margarine"", ""1/2 c. sugar"", ""1 c. brown sugar"", ""2 eggs"", ""1 tsp. vanilla"", ""2 c. flour"", ""2 c. rolled oats"", ""1 tsp. baking powder"", ""1 tsp. baking soda"", ""salt"", ""2 c. butterscotch chips or peanut butter chips",Bake at 350\u00b0F for approx. 10 min.,True
Apricot-Honey Sauce(Microwave)  ,"[""1/2 c. apricot spreadable fruit"", ""2 Tbsp. honey"", ""2 Tbsp. Dijon mustard"", ""1 Tbsp. vinegar""]","[""Mix all ingredients in a 2-cup microwavable measure. Microwave uncovered on High for about 2 minutes or until hot.""]","1/2 c. apricot spreadable fruit"", ""2 Tbsp. honey"", ""2 Tbsp. Dijon mustard"", ""1 Tbsp. vinegar",Mix all ingredients in a 2-cup microwavable measure. Microwave uncovered on High for about 2 minutes or until hot.,True
Caramel Corn,"[""2 sticks butter"", ""1 bottle light Karo syrup"", ""1 can sweetened condensed milk"", ""1 tsp. vanilla"", ""16 c. popped corn"", ""1 box brown sugar""]","[""Mix together butter, brown sugar, syrup, condensed milk and vanilla."", ""Cook on stove until well blended."", ""Add popped corn."", ""Mix well."", ""(I doubled the amount of popped corn when I made this.)""]","2 sticks butter"", ""1 bottle light Karo syrup"", ""1 can sweetened condensed milk"", ""1 tsp. vanilla"", ""16 c. popped corn"", ""1 box brown sugar","Mix together butter, brown sugar, syrup, condensed milk and vanilla."", ""Cook on stove until well blended."", ""Add popped corn."", ""Mix well."", ""(I doubled the amount of popped corn when I made this.)",True
Oven Kalua Pork,"[""1 (4 to 5 lb.) pork roast"", ""2 1/2 Tbsp. sea salt"", ""2 Tbsp. liquid smoke""]","[""Stick holes into roast with large fork."", ""Sprinkle and rub into the meat the salt and liquid smoke."", ""More salt and smoke may be used according to taste."", ""Wrap roast in heavy foil and cook in 325\u00b0 oven for 5 hours.""]","1 (4 to 5 lb.) pork roast"", ""2 1/2 Tbsp. sea salt"", ""2 Tbsp. liquid smoke","Stick holes into roast with large fork."", ""Sprinkle and rub into the meat the salt and liquid smoke."", ""More salt and smoke may be used according to taste."", ""Wrap roast in heavy foil and cook in 325\u00b0 oven for 5 hours.",False
Fried Cabbage,"[""1 head cabbage"", ""1 Tbsp. bacon grease"", ""1/2 c. hot water"", ""salt to taste"", ""pepper to taste""]","[""Clean and shred cabbage in a large skillet."", ""Heat the bacon grease."", ""Add half of the cabbage, salt and pepper."", ""Add rest of cabbage, salt and pepper (a little)."", ""Pour the hot water over and simmer on medium until done and water is gone.""]","1 head cabbage"", ""1 Tbsp. bacon grease"", ""1/2 c. hot water"", ""salt to taste"", ""pepper to taste","Clean and shred cabbage in a large skillet."", ""Heat the bacon grease."", ""Add half of the cabbage, salt and pepper."", ""Add rest of cabbage, salt and pepper (a little)."", ""Pour the hot water over and simmer on medium until done and water is gone.",False
Sloppy Joe,"[""1 lb. ground beef"", ""1/2 can Campbell's Tomato soup"", ""1/3 c. Kraft BBQ sauce"", ""1/3 c. Heinz ketchup""]","[""Brown 1 lb. ground meat in skillet."", ""Drain all grease from pan."", ""Add BBQ sauce, simmer for a few minutes, stirring well."", ""Add Ketchup, stir and simmer again then soup (no water)."", ""Simmer on low heat 15 - 20 minutes. Serve on hamburger buns.""]","1 lb. ground beef"", ""1/2 can Campbell's Tomato soup"", ""1/3 c. Kraft BBQ sauce"", ""1/3 c. Heinz ketchup","Brown 1 lb. ground meat in skillet."", ""Drain all grease from pan."", ""Add BBQ sauce, simmer for a few minutes, stirring well."", ""Add Ketchup, stir and simmer again then soup (no water)."", ""Simmer on low heat 15 - 20 minutes. Serve on hamburger buns.",False
Indiana Lemon Angel Pie,"[""3 egg whites"", ""1/4 tsp. cream of tartar"", ""1 c. sugar"", ""5 egg yolks"", ""2/3 c. sugar"", ""1 Tbsp. grated lemon rind"", ""1/3 c. lemon juice"", ""1 c. heavy cream, whipped""]","[""Meringue shell:"", ""Beat egg whites with cream of tartar in medium bowl until foamy."", ""Beat in sugar, one tablespoon at a time, until meringue forms, still glossy peaks."", ""Lightly butter a 9 inch pie plate."", ""Spoon meringue over bottom and side"", ""to form a shell. Bake in a slow oven at 275 degrees for 1 hour."", ""Turn oven off and allow meringue to cool in the oven.""]","3 egg whites"", ""1/4 tsp. cream of tartar"", ""1 c. sugar"", ""5 egg yolks"", ""2/3 c. sugar"", ""1 Tbsp. grated lemon rind"", ""1/3 c. lemon juice"", ""1 c. heavy cream, whipped","Meringue shell:"", ""Beat egg whites with cream of tartar in medium bowl until foamy."", ""Beat in sugar, one tablespoon at a time, until meringue forms, still glossy peaks."", ""Lightly butter a 9 inch pie plate."", ""Spoon meringue over bottom and side"", ""to form a shell. Bake in a slow oven at 275 degrees for 1 hour."", ""Turn oven off and allow meringue to cool in the oven.",True
Guacamole,"[""3 ripe avocados"", ""1 Tbsp. lemon juice"", ""1 clove garlic or 1/2 tsp. garlic powder"", ""1 green onion"", ""1 tomato"", ""1 bag corn chips""]","[""You will need a garlic press.""]","3 ripe avocados"", ""1 Tbsp. lemon juice"", ""1 clove garlic or 1/2 tsp. garlic powder"", ""1 green onion"", ""1 tomato"", ""1 bag corn chips",You will need a garlic press.,True
Cranberry Salad,"[""1 lb. cranberries, washed and ground"", ""2 c. sugar"", ""3 apples, peeled and cored"", ""2 oranges, peeled and seeded"", ""1 can crushed pineapple"", ""1 large box strawberry jello"", ""2 c. water""]","[""Grind oranges and apples and mix with pineapple and add sugar. Mix jello with 2 cups hot water and add to mixture."", ""Let set in refrigerator for 2 hours before serving.""]","1 lb. cranberries, washed and ground"", ""2 c. sugar"", ""3 apples, peeled and cored"", ""2 oranges, peeled and seeded"", ""1 can crushed pineapple"", ""1 large box strawberry jello"", ""2 c. water","Grind oranges and apples and mix with pineapple and add sugar. Mix jello with 2 cups hot water and add to mixture."", ""Let set in refrigerator for 2 hours before serving.",True
Zucchini Pie,"[""zucchini"", ""1 c. sugar"", ""1 egg"", ""2 Tbsp. (heaping) flour"", ""1 c. Carnation milk"", ""1 1/2 tsp. butter"", ""1 tsp. vanilla"", ""nutmeg"", ""8-inch uncooked pie shell""]","[""Peel, cut out seeds and make one cup cooked zucchini."", ""Put in blender and add sugar, egg, flour, milk, butter and vanilla. Sprinkle nutmeg on top."", ""Pour into pie shell."", ""Bake at 425\u00b0 for 10 minutes, then at 300\u00b0 for 20 minutes.""]","zucchini"", ""1 c. sugar"", ""1 egg"", ""2 Tbsp. (heaping) flour"", ""1 c. Carnation milk"", ""1 1/2 tsp. butter"", ""1 tsp. vanilla"", ""nutmeg"", ""8-inch uncooked pie shell","Peel, cut out seeds and make one cup cooked zucchini."", ""Put in blender and add sugar, egg, flour, milk, butter and vanilla. Sprinkle nutmeg on top."", ""Pour into pie shell."", ""Bake at 425\u00b0 for 10 minutes, then at 300\u00b0 for 20 minutes.",True
Hawaiian Chicken,"[""18 oz. can crushed pineapple"", ""8 oz. can chunk pineapple"", ""1 c. catsup"", ""1/2 c. vinegar"", ""2 Tbsp. soy sauce"", ""6 Tbsp. brown sugar"", ""4 Tbsp. cornstarch"", ""1 tsp. ginger""]","[""Mix all ingredients together for marinade."", ""Place chicken pieces in single layer in shallow baking pan (12 to 15 pieces). Pour marinade over chicken."", ""Marinate 4 to 6 hours or overnight in refrigerator."", ""Bake at 325\u00b0 for 1 1/2 to 2 hours."", ""Turn once and baste with sauce."", ""Serve sauce over rice."", ""Serves 6 to 8.""]","18 oz. can crushed pineapple"", ""8 oz. can chunk pineapple"", ""1 c. catsup"", ""1/2 c. vinegar"", ""2 Tbsp. soy sauce"", ""6 Tbsp. brown sugar"", ""4 Tbsp. cornstarch"", ""1 tsp. ginger","Mix all ingredients together for marinade."", ""Place chicken pieces in single layer in shallow baking pan (12 to 15 pieces). Pour marinade over chicken."", ""Marinate 4 to 6 hours or overnight in refrigerator."", ""Bake at 325\u00b0 for 1 1/2 to 2 hours."", ""Turn once and baste with sauce."", ""Serve sauce over rice."", ""Serves 6 to 8.",True
Icebox Cookies,"[""1 stick butter"", ""1 1/4 c. packed brown sugar"", ""2 eggs"", ""1 1/2 tsp. vanilla"", ""pinch of salt"", ""1/2 c. coarsely chopped pecans"", ""1 1/2 tsp. baking soda"", ""3 c. flour""]","[""Cream together butter and brown sugar. Add eggs; beat until fluffy. Add vanilla, salt and pecans. Sift together baking soda and flour. Add to mixture. Shape with hands into 3 to 4 rolls. Do this in a piece of floured plastic wrap or aluminum foil which can be wrapped around roll. Store in the refrigerator until ready to slice and bake. Bake at 350\u00b0 on ungreased cookie sheet until lightly brown, about 10 minutes.""]","1 stick butter"", ""1 1/4 c. packed brown sugar"", ""2 eggs"", ""1 1/2 tsp. vanilla"", ""pinch of salt"", ""1/2 c. coarsely chopped pecans"", ""1 1/2 tsp. baking soda"", ""3 c. flour","Cream together butter and brown sugar. Add eggs; beat until fluffy. Add vanilla, salt and pecans. Sift together baking soda and flour. Add to mixture. Shape with hands into 3 to 4 rolls. Do this in a piece of floured plastic wrap or aluminum foil which can be wrapped around roll. Store in the refrigerator until ready to slice and bake. Bake at 350\u00b0 on ungreased cookie sheet until lightly brown, about 10 minutes.",True
Green Rice,"[""1 pkg. chopped broccoli"", ""1/2 c. chopped onions"", ""1 can cream of mushroom soup"", ""1/2 c. chopped celery"", ""1/3 c. margarine"", ""1 small jar Cheez Whiz"", ""1 1/2 c. Minute rice""]","[""Pour 1 cup of boiling water over broccoli; let stand."", ""Saute celery and onions in margarine until tender."", ""Add broccoli with water, mushroom soup, Cheez Whiz and Minute rice."", ""Pour into casserole."", ""Bake 30 to 40 minutes at 350\u00b0.""]","1 pkg. chopped broccoli"", ""1/2 c. chopped onions"", ""1 can cream of mushroom soup"", ""1/2 c. chopped celery"", ""1/3 c. margarine"", ""1 small jar Cheez Whiz"", ""1 1/2 c. Minute rice","Pour 1 cup of boiling water over broccoli; let stand."", ""Saute celery and onions in margarine until tender."", ""Add broccoli with water, mushroom soup, Cheez Whiz and Minute rice."", ""Pour into casserole."", ""Bake 30 to 40 minutes at 350\u00b0.",True
Barbecue Sauce For Chicken,"[""1 Tbsp. brown sugar"", ""1/2 c. lemon juice"", ""1 tsp. curry powder"", ""3/4 tsp. black pepper"", ""2 tsp. salt"", ""1 tsp. paprika"", ""dash of Worcestershire sauce"", ""1 c. salad oil""]","[""Mix together and baste chicken while cooking.""]","1 Tbsp. brown sugar"", ""1/2 c. lemon juice"", ""1 tsp. curry powder"", ""3/4 tsp. black pepper"", ""2 tsp. salt"", ""1 tsp. paprika"", ""dash of Worcestershire sauce"", ""1 c. salad oil",Mix together and baste chicken while cooking.,True
Peach Pie,"[""4 c. sliced peaches"", ""1 box peach jello"", ""1/2 c. sugar"", ""1 yellow cake mix"", ""1 stick butter, melted"", ""1 c. water""]","[""Slice peaches and put in pan."", ""Mix dry jello and sugar together and sprinkle over peaches."", ""Take dry cake mix over that. Pour butter over cake mix."", ""Pour water over all."", ""Cook 45 minutes at 350\u00b0.""]","4 c. sliced peaches"", ""1 box peach jello"", ""1/2 c. sugar"", ""1 yellow cake mix"", ""1 stick butter, melted"", ""1 c. water","Slice peaches and put in pan."", ""Mix dry jello and sugar together and sprinkle over peaches."", ""Take dry cake mix over that. Pour butter over cake mix."", ""Pour water over all."", ""Cook 45 minutes at 350\u00b0.",True
